char* first_name,char* last_name,int overall_rating,int age,int jersey_number,int team_id,int pos_id,int speed,int strength,int toughness,int carrying,int catching,int throwAccuracy,int jukeMove,int kickAccuracy,int kickReturn,int block,int coverage,int tackle
Ja'Lynn,Polk,74,23,1,22,20,89,62,83,75,83,20,78,12,46,42,17,30
Kayshon,Boutte,74,23,9,22,20,90,56,79,73,84,15,80,11,69,39,14,26
Mack,Hollins,74,31,13,22,20,91,73,87,74,86,20,73,12,50,52,17,51
Andres,Borregales,73,23,36,22,6,75,46,71,35,32,28,13,77,10,13,12,23
Austin,Hooper,73,30,81,22,19,81,73,88,75,86,10,69,19,18,59,18,34
Cole,Strange,73,27,69,22,8,71,87,90,47,43,6,30,20,10,78,10,42
K'Lavon,Chaisson,73,26,44,22,15,86,78,78,47,51,6,41,17,10,30,52,76
Kyle,Williams,72,22,18,22,20,92,66,85,72,81,43,76,21,70,39,33,29
Layden,Robinson,72,24,64,22,16,72,88,85,40,40,6,25,10,10,79,11,36
Marte,Mapu,72,25,15,22,5,88,68,84,63,73,42,67,21,45,35,69,80
Bradyn,Swinson,71,23,43,22,7,84,82,87,40,30,12,40,20,32,36,44,77
Craig,Woodson,71,24,31,22,5,91,59,85,62,71,6,66,17,42,30,69,68
Jack,Gibbens,71,26,51,22,12,78,68,89,52,58,7,38,14,10,40,64,85
Joshua,Farmer,71,22,92,22,3,69,88,86,55,40,22,36,22,25,35,18,81
Khyiris,Tonga,71,29,95,22,3,68,91,85,39,30,6,33,28,5,46,21,76
Alex,Austin,70,24,28,22,2,88,49,90,59,72,8,69,19,55,25,72,52
Jaquelin,Roy,70,24,94,22,3,68,91,83,28,26,8,15,10,10,53,11,81
Jared,Wilson,69,22,58,22,1,78,86,86,34,28,6,13,13,10,77,13,28
Javon,Baker,69,23,6,22,20,88,59,86,74,78,12,78,13,43,42,22,27
Jeremiah,Pharms Jr,69,28,98,22,3,74,83,84,30,33,7,22,11,10,34,13,79
John Parker,Romo,69,28,37,22,6,75,38,83,20,18,20,10,74,10,16,14,26
Joshua,Dobbs,69,30,11,22,14,88,74,84,57,52,80,75,15,15,23,22,33
Caedan,Wallace,68,25,70,22,18,67,87,89,25,35,12,16,15,10,76,11,44
Christian,Elliss,68,26,53,22,12,85,74,84,59,58,6,39,12,10,41,53,82
D.J.,James,68,24,30,22,2,90,47,76,54,65,18,72,13,60,24,73,56
Dell,Pettus,68,24,24,22,5,89,64,87,65,67,12,69,12,45,30,67,69
Efton,Chism III,68,23,86,22,20,84,66,88,73,81,26,76,13,79,39,18,33
Monty,Rice,68,26,45,22,17,86,72,90,55,48,6,35,15,10,35,60,82
Jaylinn,Hawkins,67,28,21,22,5,88,63,81,55,74,6,66,24,60,20,71,60
Brenden,Schooler,66,28,41,22,5,92,64,87,62,71,16,72,24,52,34,63,61
Marcellas,Dial Jr,66,24,27,22,2,91,62,83,57,67,11,69,21,58,25,65,70
Demontrey,Jacobs,65,26,75,22,18,67,83,85,30,28,6,10,11,10,76,12,34
Isaiah,Bolden,65,25,29,22,2,95,63,82,66,59,12,80,13,83,27,67,58
Jaheim,Bell,65,24,88,22,19,85,70,86,73,78,12,73,13,20,56,13,33
Julian,Ashby,65,23,47,22,10,74,68,86,62,45,10,45,24,10,41,19,50
Kobee,Minor,65,23,19,22,2,87,55,79,50,64,23,68,23,48,31,67,50
Truman,Jones,65,25,54,22,15,83,71,80,32,32,6,35,23,10,33,35,73
Tyrese,Robinson,65,26,55,22,8,67,85,86,20,25,6,10,12,10,75,12,29
Vederian,Lowe,65,26,59,22,11,65,82,82,24,50,6,20,11,10,71,9,29
Marcus,Bryant,64,23,52,22,11,68,85,87,34,23,6,10,13,10,74,21,22
Sidy,Sow,64,27,62,22,8,73,87,85,53,50,6,48,18,10,74,19,51
Ben,Brown,63,27,77,22,1,61,85,82,34,25,6,10,15,10,71,10,15
Cam,Riley,63,23,42,22,17,84,69,86,59,54,6,51,18,10,35,58,78
CJ,Dippre,62,23,82,22,19,83,78,82,67,74,20,60,14,15,62,14,34
Jack,Conley,62,24,74,22,16,62,83,82,26,22,6,10,12,10,74,11,27
Alec,Lindstrom,61,27,61,22,1,66,82,79,30,25,6,10,14,10,72,10,31
Tyler,Davis,60,28,30,22,19,82,74,86,76,77,52,57,13,44,52,19,45
Ben,Wooldridge,57,25,17,22,14,79,64,84,61,26,76,53,22,18,22,17,23
Maxx,Crosby,96,28,98,23,7,86,85,86,41,41,6,34,12,20,33,44,96
Brock,Bowers,90,22,89,23,19,89,75,94,74,96,10,77,16,35,60,26,49
Kolton,Miller,87,29,74,23,11,74,88,86,30,22,6,10,12,10,83,14,31
A.J.,Cole,85,29,6,23,13,72,47,73,45,43,28,15,93,10,20,20,37
Ashton,Jeanty,83,21,2,23,4,90,80,93,92,70,21,84,25,74,42,34,37
Jakobi,Meyers,83,28,16,23,20,89,62,84,73,94,52,82,31,65,41,28,39
Jeremy,Chinn,83,27,11,23,5,91,70,93,68,70,6,70,11,48,28,74,77
Geno,Smith,80,34,7,23,14,87,58,87,59,57,87,64,15,15,23,22,38
Germaine,Pratt,79,29,57,23,17,88,76,81,47,72,6,56,18,14,35,69,83
Raheem,Mostert,79,33,31,23,4,91,67,82,85,70,28,87,23,83,42,18,41
Daniel,Carlson,78,30,8,23,6,71,52,61,41,31,24,27,84,10,17,14,26
Dylan,Parham,77,26,66,23,8,75,84,82,46,41,6,30,21,10,85,20,36
Jackson,Powers-Johnson,77,22,58,23,1,70,88,91,37,31,7,10,18,10,85,11,46
Elandon,Roberts,76,31,52,23,12,85,82,86,48,52,6,34,20,10,54,59,83
Eric,Stokes,75,26,22,23,2,95,58,78,58,68,13,79,10,48,27,71,53
Jordan,Meredith,75,27,61,23,8,68,83,82,26,24,6,14,9,10,81,12,37
Darien,Porter,74,24,26,23,2,96,61,88,59,71,7,77,26,77,31,70,43
Jamal,Adams,74,29,33,23,5,87,77,92,60,68,12,65,25,35,31,71,70
Tre,Tucker,74,24,1,23,20,95,53,84,71,85,14,81,22,80,35,10,24
Adam,Butler,73,31,69,23,3,70,85,87,31,36,6,18,16,10,40,28,81
DJ,Glaze,73,23,71,23,18,65,88,85,31,29,7,24,10,10,80,13,33
Jack,Bech,73,22,18,23,20,89,67,87,74,83,20,74,19,78,47,33,36
Jakorian,Bennett,73,25,0,23,2,95,54,78,58,75,21,74,14,63,29,70,53
Lonnie,Johnson Jr,73,29,32,23,5,92,65,85,64,66,13,70,13,35,26,75,56
Malcolm,Koonce,73,27,51,23,15,79,75,81,52,47,6,43,17,15,37,42,79
Michael,Mayer,73,24,87,23,19,82,79,93,75,82,10,70,14,25,63,29,54
Tyree,Wilson,73,25,9,23,15,81,85,90,45,49,6,40,17,10,39,40,81
Zamir,White,73,25,3,23,4,91,78,86,89,62,15,80,17,60,32,13,36
Darnay,Holmes,72,27,30,23,2,90,56,87,62,75,6,74,14,78,27,73,53
Alex,Cappa,71,30,65,23,16,68,85,96,46,51,6,32,18,11,77,12,43
Caleb,Rogers,71,23,76,23,16,69,86,87,24,24,6,10,13,10,78,10,22
Kyle,Philips,71,26,15,23,20,87,62,83,76,82,10,78,15,73,41,25,31
Phillip,Dorsett II,71,32,13,23,20,92,62,75,71,82,10,84,15,81,41,22,20
Sincere,McCormick,71,24,28,23,4,87,75,87,92,70,24,80,23,15,38,12,34
Charles,Grant,70,23,60,23,11,75,85,88,25,28,6,22,13,10,76,12,33
Devin,White,70,27,45,23,17,88,76,91,62,69,6,65,14,10,34,63,78
Leki,Fotu,70,27,95,23,3,72,88,91,42,36,6,23,15,40,44,19,78
Charles,Snowden,69,27,49,23,7,83,69,75,56,64,6,63,14,10,33,51,78
Collin,Johnson,69,27,17,23,20,86,70,83,73,83,10,76,15,45,49,17,31
Decamerion,Richardson,69,24,25,23,2,94,52,88,52,55,20,71,12,59,25,68,77
Ian,Thomas,69,29,80,23,19,82,68,85,74,79,23,77,12,6,54,13,31
Jonah,Laulu,69,25,96,23,3,74,84,87,40,36,6,24,21,10,32,27,79
Kyu Blu,Kelly,69,24,36,23,2,88,54,83,57,73,10,72,17,52,23,69,51
Tommy,Eichenberg,69,24,44,23,12,78,75,93,55,58,19,61,22,10,45,58,80
Aidan,O'Connell,68,27,12,23,14,75,55,82,64,21,81,39,13,10,15,12,20
Dont'e,Thornton Jr.,68,22,10,23,20,96,70,80,72,75,13,75,21,50,41,53,51
Isaiah,Pola-Mao,68,26,20,23,5,89,57,66,62,70,15,69,23,35,30,67,63
Jacob,Bobenmoyer,68,28,50,23,10,79,68,89,45,52,16,51,19,18,54,44,68
Thayer,Munford Jr,68,25,77,23,18,59,83,85,23,24,8,10,11,10,78,8,25
Tonka,Hemingway,68,23,97,23,3,72,81,92,63,54,10,25,22,22,34,32,75
Trey,Taylor,68,24,37,23,5,86,70,90,66,72,32,74,14,60,39,66,70
Christopher,Smith II,67,25,29,23,5,86,57,79,62,70,6,70,25,52,27,68,64
Jaylon,Smith,67,30,54,23,12,84,73,85,45,56,6,47,19,10,34,64,80
JJ,Pegues,67,23,92,23,3,67,84,94,60,52,34,46,29,35,39,20,77
Chris,Collier,66,32,35,23,4,89,70,82,85,60,19,76,12,40,39,34,39
Sam,Webb,66,27,27,23,2,90,58,67,61,68,6,72,20,65,24,69,52
Andre,Carter II,65,25,99,23,15,75,67,88,57,62,6,57,16,34,41,37,78
Dylan,Laube,65,25,23,23,4,88,67,92,85,75,12,78,25,84,30,14,27
Michael,Barrett,65,25,43,23,12,82,63,88,56,62,18,63,12,35,38,65,76
Zach,Carter,65,26,93,23,3,73,76,87,33,25,6,24,14,10,37,23,81
Alex,Bachman,64,29,81,23,20,88,61,79,72,79,10,73,17,71,35,23,33
Justin,Shorter,64,25,88,23,19,87,69,84,72,79,10,71,11,40,45,24,39
Jah,Joyner,63,24,59,23,7,86,76,85,32,34,6,31,13,10,33,39,75
John,Humphrey,63,23,39,23,2,88,57,84,53,65,6,72,15,45,25,67,57
Matt,Jones,63,24,42,23,17,83,72,87,55,58,6,45,18,10,36,57,79
Treven,Ma'ae,63,24,68,23,3,77,83,86,36,34,6,19,12,10,36,18,77
Atonio,Mafi,62,24,56,23,16,55,84,87,40,30,6,10,22,10,74,12,67
Cody,Lindenberg,62,23,55,23,12,82,71,83,55,57,20,48,18,10,34,58,77
Tommy,Mellott,62,23,19,23,20,92,63,86,71,76,71,70,37,35,33,36,35
Amari,Gainer,61,25,53,23,17,85,67,81,53,53,10,46,17,20,32,59,71
Jarrod,Hufford,61,24,64,23,1,68,89,81,23,23,6,10,13,10,73,13,27
Thomas,Harper,61,24,34,23,5,89,60,84,59,57,15,67,15,45,28,64,52
Cam,Miller,60,24,5,23,14,78,64,95,60,30,79,61,26,10,28,11,32
Carter,Runyon,59,24,46,23,19,85,74,80,71,75,10,64,11,13,56,15,35
Davante,Adams,90,32,17,24,20,89,63,88,76,88,10,90,30,45,37,21,42
Matthew,Stafford,88,37,9,24,14,78,66,98,62,26,90,55,25,10,20,16,28
Puka,Nacua,88,24,12,24,20,93,65,80,74,93,10,85,25,35,47,13,28
Jared,Verse,86,24,8,24,7,89,90,86,62,67,6,38,17,10,35,47,80
Kyren,Williams,86,25,23,24,4,86,79,85,90,69,33,89,15,79,46,26,42
Kevin,Dotson,85,28,69,24,16,70,90,92,28,30,6,10,11,10,91,12,34
Kobie,Turner,85,26,91,24,3,74,89,91,34,33,7,37,15,10,55,31,84
Rob,Havenstein,84,33,79,24,18,68,86,90,40,27,6,10,12,10,88,13,35
Braden,Fiske,82,25,55,24,3,80,93,89,33,45,6,51,19,9,29,45,82
Darious,Williams,80,32,31,24,2,90,54,81,60,78,6,64,13,47,26,81,50
Poona,Ford,80,29,95,24,3,71,87,90,31,37,6,10,12,10,41,28,84
Kamren,Curl,79,26,3,24,5,88,70,91,55,65,10,69,17,59,24,73,76
Ahkello,Witherspoon,78,30,4,24,2,89,56,69,59,75,6,73,20,55,24,79,40
Alaric,Jackson,78,27,77,24,11,63,85,86,34,22,6,21,11,10,84,11,42
Byron,Young,78,27,0,24,15,92,74,80,61,53,6,56,11,45,40,50,83
Kamren,Kinchens,78,22,26,24,5,86,59,83,63,80,17,66,15,10,44,77,70
Tyler,Higbee,77,32,89,24,19,81,79,90,78,87,19,68,19,18,57,18,34
Cobie,Durant,76,27,14,24,2,93,50,74,55,74,39,72,22,55,21,74,51
Ethan,Evans,76,24,42,24,13,68,55,75,35,29,28,10,82,10,15,10,24
Omar,Speights,76,24,48,24,17,84,78,78,50,50,10,63,12,11,35,68,85
Steve,Avila,76,25,73,24,8,65,88,90,35,23,5,10,25,9,76,10,30
Quentin,Lake,75,26,37,24,5,86,57,75,60,70,17,64,18,45,27,70,74
Tutu,Atwell,75,25,5,24,20,93,40,74,63,83,56,79,17,69,26,14,18
Blake,Corum,74,24,22,24,4,88,75,88,87,67,18,82,10,75,39,15,32
D.J.,Humphries,74,31,72,24,11,65,87,87,40,35,6,10,6,10,75,15,45
Nate,Landman,74,26,53,24,12,79,75,92,58,55,39,50,13,10,40,56,83
Coleman,Shelton,73,30,65,24,1,73,83,84,39,31,6,10,22,10,79,12,33
Derion,Kendrick,73,25,1,24,2,85,59,82,63,75,38,74,16,73,30,76,54
Jarquez,Hunter,72,22,35,24,4,91,73,87,88,65,28,76,21,82,38,44,42
Jordan,Whittington,72,24,88,24,20,89,64,77,73,86,17,79,15,33,44,16,28
Josaiah,Stewart,72,22,41,24,15,82,79,89,41,31,13,36,22,32,34,37,78
Joshua,Karty,72,23,16,24,6,75,45,78,26,32,24,21,77,10,15,13,24
Emmanuel,Forbes Jr,71,24,25,24,2,94,44,79,65,78,12,80,12,75,25,72,41
Ty,Hamilton,71,23,57,24,3,75,89,89,36,25,9,21,17,26,35,14,78
Tyler,Davis,71,24,90,24,3,72,89,87,40,22,15,37,17,8,28,18,85
Beaux,Limmer,70,24,50,24,1,65,85,92,20,24,6,13,21,10,80,8,30
Brennan,Jackson,70,24,44,24,7,83,80,84,42,50,8,50,17,10,36,42,78
Colby,Parkinson,70,26,84,24,19,82,73,84,78,85,10,58,16,41,55,19,48
Konata,Mumpfield,69,22,15,24,20,86,63,88,70,83,18,74,28,74,36,46,39
Nick,Hampton,69,25,6,24,7,86,65,88,45,40,18,55,13,15,33,48,78
Terrance,Ferguson,69,22,18,24,19,85,73,89,76,76,13,61,21,27,56,43,39
A.J.,Green III,68,27,27,24,2,86,59,78,54,66,6,70,17,40,15,70,57
Chris,Paul Jr.,68,22,54,24,17,85,68,87,62,53,6,48,18,10,34,62,79
David,Quessenberry,68,35,68,24,18,68,85,80,64,62,6,10,21,10,79,14,41
Troy,Reeder,68,30,51,24,12,87,77,81,43,57,6,31,18,14,35,56,78
Cody,Schrader,67,25,32,24,4,85,73,84,92,68,31,76,16,56,45,23,36
Jaylen,McCollough,67,24,2,24,5,85,63,88,66,75,12,73,11,47,28,68,66
Jimmy,Garoppolo,67,33,11,24,14,74,63,91,60,35,81,57,10,10,24,18,16
Larrell,Murchison,67,28,52,24,3,70,87,85,58,39,6,41,17,9,48,19,76
Ronnie,Rivers,67,26,20,24,4,88,63,87,81,69,22,84,18,76,36,18,29
Tony,Fields II,67,26,40,24,12,86,64,86,59,66,6,45,19,10,34,61,78
Davis,Allen,66,24,87,24,19,82,69,87,71,82,15,56,15,30,57,41,63
Josh,Wallace,66,25,30,24,2,86,60,83,61,66,22,69,17,55,18,66,62
Britain,Covey,65,28,10,24,20,89,41,85,73,77,48,74,15,88,25,15,22
Charles,Woods,65,25,21,24,2,86,55,79,65,70,16,68,15,54,32,66,53
KT,Leveston,65,25,70,24,16,60,85,90,29,29,7,14,10,10,75,12,35
Warren,McClendon Jr,65,24,71,24,18,69,88,89,24,25,5,10,12,10,70,10,40
Cam,Lampkin,64,24,33,24,2,87,53,82,56,60,11,68,12,35,23,66,52
Dylan,McMahon,64,24,63,24,1,69,80,78,35,25,18,10,22,10,76,9,36
Elias,Neal,64,23,58,24,17,84,70,85,64,68,22,64,15,15,30,52,77
Jack,Heflin,64,27,93,24,3,61,83,81,34,25,6,17,14,9,39,21,74
Justin,Dedich,64,25,67,24,8,60,89,86,36,27,6,10,20,10,74,14,33
Desjuan,Johnson,63,25,94,24,3,72,79,88,46,48,6,43,8,10,35,26,74
Nate,Valcarcel,63,23,43,24,5,88,58,86,62,65,6,63,14,42,30,63,64
Shaun,Jolly,63,26,24,24,2,89,44,76,60,69,6,65,13,47,26,64,57
Xavier,Smith,63,27,19,24,20,90,60,79,76,79,32,76,18,72,31,15,27
Alex,Ward,62,26,47,24,10,69,66,78,52,48,16,52,12,25,47,20,46
Keir,Thomas,62,27,96,24,15,77,75,84,45,44,6,30,12,10,37,20,74
Shaun,Dolac,62,23,56,24,12,85,73,86,59,46,6,41,17,10,35,58,77
Stetson,Bennett IV,62,27,13,24,14,84,55,85,55,27,76,62,22,10,23,11,20
A.J.,Arcuri,61,28,61,24,11,56,87,85,30,22,6,10,12,10,77,11,27
Trey,Wedig,60,23,64,24,18,65,77,82,26,22,6,10,12,10,74,12,23
Ben,Dooley,59,24,66,24,11,63,80,81,23,21,6,10,12,10,72,12,24
Willie,Lampkin,59,23,62,24,16,65,72,81,22,20,6,10,11,10,74,12,23
Lamar,Jackson,99,28,8,25,14,96,63,96,70,64,93,91,19,10,18,12,35
Derrick,Henry,98,31,22,25,4,93,87,97,96,66,31,86,20,36,46,17,44
Roquan,Smith,94,28,0,25,12,86,80,95,54,72,8,47,22,10,34,72,99
Nnamdi,Madubuike,93,27,92,25,3,81,95,88,30,44,6,25,12,10,36,24,96
Marlon,Humphrey,92,29,44,25,2,91,74,79,62,78,6,76,25,62,28,92,72
Jaire,Alexander,91,28,23,25,2,91,60,64,62,78,6,85,13,81,24,95,52
Mark,Andrews,91,29,89,25,19,87,81,89,73,90,10,80,10,10,59,14,27
Kyle,Hamilton,90,24,14,25,5,88,72,87,68,78,24,73,21,35,35,84,77
Ronnie,Stanley,90,31,79,25,11,71,92,76,32,24,6,22,17,9,86,12,31
Tyler,Linderbaum,88,25,64,25,1,77,85,93,35,28,6,10,21,10,92,10,41
Zay,Flowers,85,24,4,25,20,93,55,89,72,87,35,92,15,72,38,32,36
Chidobe,Awuzie,83,30,3,25,2,90,69,84,68,72,6,78,22,69,26,83,65
Patrick,Ricard,83,31,42,25,4,71,88,90,68,69,6,62,17,9,86,56,79
DeAndre,Hopkins,82,33,10,25,20,89,75,97,72,90,12,88,20,72,42,34,52
Odafe,Oweh,82,26,99,25,15,89,80,79,48,54,7,44,26,10,36,49,85
Rashod,Bateman,81,25,7,25,20,92,60,90,74,86,12,80,20,50,35,14,29
Ar'Darius,Washington,80,25,29,25,5,84,57,85,59,71,20,73,11,40,23,81,68
Isaiah,Likely,80,25,80,25,19,83,66,88,74,89,16,78,12,35,59,28,36
Kyle,Van Noy,80,34,53,25,7,83,76,65,65,73,6,48,23,10,33,65,86
Nate,Wiggins,79,22,2,25,2,96,49,78,58,71,24,77,16,72,24,79,60
Travis,Jones,78,25,98,25,3,75,95,89,25,26,6,18,14,10,40,17,83
Trenton,Simpson,78,24,32,25,17,91,77,87,64,47,31,72,14,10,40,64,82
Justice,Hill,77,27,43,25,4,90,67,77,88,77,17,84,10,83,31,14,25
Mike,Green,76,22,45,25,7,88,79,85,42,37,7,35,24,26,33,34,79
Jordan,Stout,75,27,11,25,13,84,45,76,34,27,23,32,77,10,15,10,27
Malaki,Starks,75,21,24,25,5,89,63,91,62,72,29,72,18,81,30,74,71
John,Jenkins,74,36,62,25,3,71,90,76,40,30,6,10,17,10,40,13,88
Keaton,Mitchell,74,23,34,25,4,94,60,79,86,71,23,84,10,65,35,29,27
Roger,Rosengarten,74,23,70,25,18,75,82,79,32,12,7,33,11,10,80,13,28
Daniel,Faalele,73,25,77,25,16,52,90,74,44,34,12,23,15,10,76,7,44
David,Ojabo,73,25,90,25,7,87,78,85,32,32,6,35,17,10,30,38,81
Tyler,Loop,73,24,33,25,6,74,40,66,34,30,26,18,72,10,12,11,20
Adisa,Isaac,72,23,50,25,15,81,72,83,24,25,6,41,21,10,35,46,79
Broderick,Washington,71,28,96,25,3,70,83,88,34,23,6,13,13,10,56,23,79
Teddye,Buchanan,71,22,40,25,17,86,78,87,65,61,26,49,18,10,33,64,82
Tylan,Wallace,71,26,16,25,20,90,64,80,71,82,10,76,22,82,44,28,40
Andrew,Vorhees,70,26,72,25,8,65,97,89,32,30,5,10,10,10,75,9,29
Devontez,Walker,70,24,81,25,20,94,63,81,70,79,10,78,16,42,42,16,33
Emery,Jones Jr.,70,21,51,25,18,70,88,88,33,21,6,10,16,10,78,12,31
Joe,Noteboom,70,30,68,25,11,71,87,87,25,20,6,15,12,11,74,12,31
Lajohntay,Wester,70,23,83,25,20,90,62,90,68,79,15,74,21,76,33,44,28
Nick,Moore,70,32,46,25,10,70,70,83,68,70,10,48,24,10,52,39,57
Tavius,Robinson,70,26,95,25,7,84,79,77,36,35,6,50,14,10,39,35,80
Bilhal,Kone,69,23,31,25,2,91,58,88,54,69,25,72,27,82,29,68,58
Robert,Longerbeam,69,24,37,25,2,93,57,85,60,73,44,73,30,45,30,69,47
T.J.,Tampa,69,23,27,25,2,88,60,85,62,73,29,70,15,68,25,70,54
Aeneas,Peebles,68,23,93,25,3,73,81,88,38,27,6,20,19,25,36,19,78
Anthony,Miller,68,30,6,25,20,86,67,78,73,80,26,81,13,77,37,18,33
Ben,Cleveland,68,27,66,25,8,70,90,85,14,12,5,11,12,10,75,11,31
Cooper,Rush,68,31,15,25,14,73,62,88,61,28,81,42,15,17,17,15,29
Rasheen,Ali,68,24,26,25,4,92,74,80,79,67,16,76,14,70,29,18,35
Carson,Vinson,67,23,71,25,18,68,81,87,26,28,6,10,11,13,76,13,24
Charlie,Kolar,66,26,88,25,19,83,68,92,72,79,10,64,14,15,56,14,33
Jalyn,Armour-Davis,66,25,5,25,2,93,60,74,48,70,10,67,15,45,27,67,57
Keith,Kirkwood,66,30,18,25,20,88,62,82,73,82,10,75,11,62,40,45,53
Sanoussi,Kane,66,23,21,25,5,88,58,89,56,57,27,67,47,55,34,63,71
Garrett,Dellinger,64,23,74,25,16,67,88,82,24,26,6,10,15,10,72,11,18
Kaimon,Rucker,64,23,56,25,15,81,81,85,35,33,6,28,13,10,33,41,77
Marquise,Robinson,64,23,28,25,2,91,64,87,58,66,6,68,15,50,25,69,54
Beau,Brade,63,23,25,25,5,84,61,89,63,69,39,68,18,39,28,64,69
Jahmal,Banks,63,23,86,25,20,87,64,85,72,83,48,71,16,70,37,22,25
Malik,Hamm,63,25,59,25,7,74,79,85,49,44,21,48,12,15,40,42,73
Jacob,Hummel,62,26,35,25,12,87,67,88,56,65,6,55,15,10,38,56,76
Nick,Samac,62,24,61,25,1,65,84,88,35,24,17,21,13,10,74,16,42
Reid,Holskey,62,23,56,25,11,69,91,83,25,25,6,10,13,10,72,12,26
Jay,Higgins,61,23,49,25,12,78,68,87,56,53,6,51,19,10,35,57,79
Malik,Cunningham,61,26,12,25,20,88,63,92,67,76,72,76,11,45,22,11,29
Desmond,Igbinosun,60,22,41,25,5,86,70,82,56,66,6,71,13,50,25,67,54
Jared,Penning,60,24,63,25,8,61,82,85,22,21,6,10,14,10,74,12,23
Keondre,Jackson,60,23,39,25,5,83,65,84,60,64,6,75,16,51,25,67,57
Jayson,Jones,59,23,69,25,3,62,78,87,38,35,6,20,13,10,36,19,78
Ozzie,Hutchinson,59,23,65,25,1,67,88,80,21,24,6,10,15,10,74,11,25
Devin,Leary,58,25,13,25,14,80,54,83,54,29,75,55,18,10,13,11,14
William,Kwenkeu,58,28,57,25,17,86,72,86,55,53,17,55,32,24,35,50,75
Laremy,Tunsil,94,31,78,26,11,72,92,89,31,26,6,17,17,9,84,12,35
Terry,McLaurin,94,29,17,26,20,96,67,95,76,98,10,88,14,40,36,20,41
Bobby,Wagner,91,35,54,26,12,84,78,74,61,75,6,42,20,10,37,62,98
Sam,Cosmi,87,26,76,26,16,77,87,84,52,54,6,11,19,9,93,13,35
Marshon,Lattimore,86,29,2,26,2,90,72,82,61,75,6,79,25,70,25,85,73
Jayden,Daniels,85,24,5,26,14,90,59,93,62,37,88,82,19,10,17,15,19
Da'Ron,Payne,83,28,94,26,3,77,95,92,46,46,6,27,14,10,40,26,80
Deebo,Samuel Sr,83,29,1,26,20,91,80,90,71,86,27,91,12,85,39,25,46
Von,Miller,83,36,24,26,15,84,84,88,65,51,6,53,15,10,37,55,87
Brian,Robinson Jr,81,26,8,26,4,88,83,89,94,65,22,83,17,73,40,15,39
Tyler,Biadasz,81,27,63,26,1,75,85,93,28,23,6,14,43,8,85,13,37
Frankie,Luvu,80,28,4,26,17,85,83,85,48,55,6,52,12,10,29,60,80
Dorance,Armstrong,78,28,92,26,7,79,82,93,28,34,6,31,12,10,32,34,81
Jonathan,Jones,78,31,31,26,2,92,63,73,60,74,6,68,17,60,24,76,70
Zach,Ertz,78,34,86,26,19,82,74,87,80,87,10,73,22,35,57,19,36
Austin,Ekeler,77,30,30,26,4,89,82,87,83,77,21,85,15,68,44,18,32
Mike,Sainristil,77,24,0,26,2,90,51,93,64,78,17,77,17,65,25,80,55
Quan,Martin,77,25,20,26,5,90,61,80,62,75,7,76,20,62,29,75,70
Andrew,Wylie,76,31,71,26,18,68,85,80,27,35,5,20,15,10,82,11,35
Brandon,Coleman,76,24,74,26,8,73,85,82,27,26,9,20,11,10,80,10,27
Jer'Zhan,Newton,76,23,95,26,3,78,85,90,40,35,5,10,18,12,33,17,84
Noah,Brown,76,29,85,26,20,89,74,75,72,86,23,72,20,75,52,20,45
Clelin,Ferrell,75,28,99,26,15,83,83,85,30,46,6,26,13,10,31,31,82
Deatrich,Wise Jr,75,31,91,26,15,75,85,84,32,36,6,32,22,10,31,29,83
Trey,Amos,75,23,23,26,2,91,64,87,61,72,45,74,26,45,30,76,66
Eddie,Goldman,74,31,97,26,3,63,93,84,40,25,6,10,18,10,41,25,81
Josh,Conerly Jr.,74,21,72,26,18,71,82,88,31,30,6,10,17,10,81,14,26
Matt,Gay,74,31,16,26,6,74,41,60,40,30,30,10,79,10,19,12,13
Nick,Allegretti,74,29,67,26,16,67,83,86,40,42,6,12,17,14,78,12,41
Chris,Moore,73,32,19,26,20,88,58,77,73,84,15,77,22,77,41,20,26
Jacob,Martin,73,29,55,26,7,86,77,84,50,48,6,37,11,10,31,41,76
Javon,Kinlaw,73,27,52,26,3,73,86,86,34,31,6,29,12,10,39,21,82
Jeremy,Reaves,73,29,39,26,5,86,61,87,64,59,6,74,13,35,23,67,78
Tress,Way,73,35,10,26,13,73,44,65,51,45,50,10,74,10,14,20,29
Jaylin,Lane,72,23,83,26,20,94,58,81,72,84,39,79,20,82,35,36,34
K.J.,Osborn,72,28,13,26,20,89,64,80,75,86,10,79,12,78,39,15,39
Michael,Gallup,72,29,12,26,20,88,68,85,77,83,15,81,15,55,34,18,32
Will,Harris,72,29,3,26,5,89,65,86,68,68,12,72,11,45,25,70,68
Noah,Igbinoghene,71,25,6,26,2,91,61,82,65,64,6,78,14,82,26,69,56
Percy,Butler,71,25,35,26,5,92,57,73,59,60,13,72,15,35,28,71,58
Ben,Sinnott,70,23,82,26,19,83,70,86,74,79,10,70,18,28,58,40,55
Luke,McCaffrey,70,24,11,26,20,90,55,83,76,83,47,77,16,52,35,16,32
Demetric,Felton Jr,69,27,25,26,4,88,60,83,89,70,30,81,10,77,39,23,40
Jeremy,McNichols,69,29,26,26,4,88,72,81,84,67,28,82,21,78,43,13,25
Marcus,Mariota,69,31,18,26,14,87,60,90,64,62,78,73,35,10,29,17,28
Nick,Bellore,69,36,57,26,12,85,80,80,68,61,6,56,16,10,70,64,83
